autor,titlu,text
Marin Sorescu,Pleacă trenul,"Când stai în tren și pleacă trenul vecin,
De ce ai impresia că ai plecat
Tu?

Primăvara și toamna
Te tot uiți pe cer, pierdut în gânduri,
Stoluri de păsări vin,
Stoluri de păsări pleacă,
De ce ai impresia că mergi tu?

Toată viața m-am uitat pe fereastră,
Pironit într-un colț
De autobuz, de tren, de vapor
Hurducat de căruță
M-am uitat cum fug de mine copacii,
Oameni, orașe, continente
De ce sunt copleșit de atâtea emoții,
De ce am impresia
Că am cunoscut lumea?"
Marin Sorescu,Plecare,"Mă întorc cu fața
Spre perete
Și le spun prietenilor
Îndurerați:
Mă întorc repede."
Marin Sorescu,Povară,"O carte mică,
N-am luat cu mine
Decât o carte subțire,
Așa, ca o frunză.
Așa, ca o viată de om.

M-am gândit c-o să mă doară spinarea.
C-o să mă doară numele
Care-o va căra."
Marin Sorescu,Poveste,"Sufletul tău funcționează cu lemne,
Iar al meu cu electricitate.
Dragostea ta umple cerul de fum,
A mea e din flăcări curate.

Totuși vom mai merge împreună
O bună bucată de pământ,
O bună bucată de cer,
O bună bucată de lună.

Vom fi fericiți pentru iarbă
Și pentru lac,
Vom râde pentru copac,
Vom slăvi drumul drept cu câte-o gură
Și vom ține un moment de reculegere
Pentru fiecare cotitură.

Ne vom lua după umbra mea
Care merge înainte,
Ne vom lua după primul gând,
Ne vom lua după două-trei cuvinte.

Până când ne va ieși în cale
Sfânta Vineri
Să ne spună printre altele
Că nu mai suntem tineri.

Și că ea n-o să ne mai dea de-acum
Nici electricitatea pentru flacără,
Nici lemne pentru fum."
Marin Sorescu,Precauție,"M-am îmbrăcat c-o armură
Făcută din pietrele ce-au rămas
După ce a trecut apa.

Mi-am pus o pereche de ochelari
În ceafă,
Ca să pot vedea numai
Cu mintea de pe urmă.

Mi-am protejat
Mâinile, picioarele, gândurile,
Nelăsînd nici un loc liber
Care să poată fi atins de mîngîieri,
Ori de alte otrăvuri.

Chiar inima din piept
Mi-am acoperit-o cu o carcasă
De broască țestoasă
Ce-a trăit 800 de ani.

Când totul a fost gata
I-am răspuns tandru:
Te iubesc."
Marin Sorescu,Pricina,"Mi s-a omorât timpul,
Onorată instanță.

Când mă întorceam eu voluntar
Din război,
Am băgat de seamă
Că timpului meu îi fuseseră amputate
Inima, gura și fruntea.

Dar nici așa nu mi l-au lăsat în pace,
L-au pus să facă zile-chin, zile-lacrimi, zile-mașină, zile-bou,
O mulțime de lucruri
Care nu-l interesau.

Apoi au început să experimenteze pe el
Fel de fel de otrăvuri -
Tristețe, necazuri -
Parcă așa le zicea.

Lovitura de grație i-a fost dată în cap
Cu o bucată de destin
De esență tare.

Iertați-mi expresia,
Dar asta n-a fost viață!
De atunci, iată, am pierdut și jumătate din moarte
Așteptându-mi rândul la coadă,
Ca să v-aduc la cunoștință pricina mea,
Aici,
La judecata de apoi."
Marin Sorescu,Prin indigo,"Prin indigo, trăiri din altă lume
Pe frunte se imprimă,-ntreg ești scris
Și starea ta, de veghe sau de vis,
E-o receptare-a valului cu spume,

Anume către viața ta trimis,
Cu naufragii, vechi cântări și glume.
Deschid fereastra marelui iris:
Dă, Doamne, ochiul tot să mi s-afume

Cu vechiul rai - știutul, zugrăvit
Și fă astfel, cumplita judecată
În geamul meu cât mai târziu să bată
Așa te rogi, pe drumul tău cotit.

Cel ce mă scrie, poate-a isprăvit?
Și din balanța stelelor de-odată
Un punct te prăvălește-n infinit.
De mii și mii de ori poate-am murit,
De ce mă sperii că mai mor o dată?"
Marin Sorescu,Procesul,"Moașa asta tânără era nouă în comună,
Venise dintr-un sat de la Dunăre
Și Nae, cum era el bun de fomei,
S-a luat cu ea.
Ea sta întâi la cineva în gazdă,
Și el a luat-o de-acolo și-a mutat-o în casa lui Gogiuman,
Care era cumpărată de el.
Și-au pus la cale să-și lase el muierea și s-o ia pe ea,
Că e moașe, de!
Degeaba era ea moașe, dacă el nu făcea copii! A dat divorț, fără să știe nevastă-sa,
Și când a fost la pronunțare, el s-a dus cu moașa la Craiova
Și-a băgat-o pe aia, la judecată, în locul muierii.
Ea s-a dat drept ailaltă și a zis că: „Ei! dacă el vrea să mă lase...
Eu n-am nici o pretenție! că dacă n-am avut și eu noroc, de!""
Și Ana, nevasta a bună, numai că s-a pomenit cu hotărârea de
Divorț acasă, precum că Ana Banta e desfăcută de Nae Banta.
S-a crucit, că nu știa nimic
Și nu voia să plece de-acasă, de la rostul ei.
Și-a luat-o Nae târâș de picioare,
Cu capul troncănind pe jos prin gloduri, prin cărămizi,
A scos-o afară la poartă
Și i-a-ncuiat poarta.
Iar pe dăbuleancă a băgat-o-n casă, că de la Dăbuleni era aia.

Pe urmă Ana a sărit și ea peste poartă
Și s-a dus și s-a culcat la ușă,
A adormit toată noaptea la ușă, ca un câine.
Și pe urmă, dimineața, o fată de-o crescuse ea de suflet
A auzit și a venit cu bărbatu-său și-au luat-o la ei.
Și-a stat acolo vreo lună de zile.
Și-au pândit până-ntr-o zi, când n-a fost Nae acasă,
Au venit și-au intrat peste moașă
Și-au bătut-o și-au turnat vitrion pe ea, pe ochi și peste tot
Și-aia s-a-mbolnăvit și-a murit.
A dus-o Nae la Bălcești la spital, degeaba.

Pe Ana asta o luase Banta când avea ea cincisprezece ani și el treizeci.
Ea n-a pățit nimic, c-a sărit lumea,
Ce s-a băgat venetica peste femeie, să-i strice casa?
De întors, nu s-a mai întors să trăiască amândoi,
Că acum era divorțată. Vezi, dacă spusese la proces
Că n-are nici o pretenție și că se desface de el..."
Marin Sorescu,Profeții mincinoși,"Profeții micinoși îmi plac,
Pe luat aminte pus, pe-nvăț,
Ascult și tac, ascult și tac
Acest delir și-acest dezmăț.

Din viitor, ca dintr-un sac,
Ei scot proorociri, c-un băț
Proorocirea lor e-un hăț,
Care te poartă, după plac.

Va fi așa, va fi altfel,
Tot turuie mereu, profeții.
Și ei sunt robii gurii, bieții!

Eu stau în rând cu nătăfleții,
Nu mă mai satur să mă-nșel.
În târguri, tot mai scumpi bureții."
Marin Sorescu,Punând cartofi,"Punând cartofi în Peștera Muierii,
Țăranul ară pietrele încet,
Cu doi căluți scăpați de la decret,
Dar prigoniți de-ntârzierea verii,

Pe crengi uscate cântă cucul, biet!
Și lui i se mai umblă la criterii,
E prea monosilabic, prea discret
Și nu mobilizează pompierii.

Și-n chei, Oltețul repede, cum taie
În roca dură, drumul lunecos,
Un geamăt lung auzi din măruntaie:

Nu poate să mai rabde, încovoaie
Acest pământ al patriei mănos
Durerea lumii-ajunsă pân' la os."
Marin Sorescu,Pustnicul,"Stă țeapăn
În buza peșterii
Și ascultă căderea de pietre.

Atins de copita stelei
Sau de pana vântului,
Sau poate doar din nevoia de echilibru
Se prăvale câte un bolovan
Rar, o dată pe an.

Pustnicul, cu mâna dibace,
Leagă căderile una de alta,
Făcând o bură continuă
De piatră,
Afară din timp.

Uneori îl apucă spaima
Ascultând huruitul pietrei
Dornice de adânc:
De nu s-ar termina muntele,
Înainte de-a apuca
Să-l gândesc tot!"
Marin Sorescu,Scribul,"Mă vizitează tot mai rar
Respirația -
Nu mai respir - deci nu mai scriu
Prin urmare nu mai trăiesc.
Și acum întreb:
Porția mea de aer - rămasă
(Că m-am dus înainte de vreme)
Folosește la ceva?
Măcar să se fi împărțit la săraci
(Dacă ar fi posibil)
Dar e o economie de neînțeles
A neantului -

Și mai departe:
Ce mai aveam eu de scris
Cine va scrie? Că nici firele de nisip
Nu seamănă unul cu altul
Ce pană să se înnoade exact
La firul meu început?

Și tocmai căzusem
Pe-o mină de subiecte, teme grozave -
Îmi încropisem - zbârnâia - stilul
Sau măcar cine îmi va înțelege notele
Pe care n-am reușit să le pun în ordine?

Răspunzi tu
La aceste întrebări simple, de bun-simț,
Neantule pur?"
